naam,functie,geslacht,geboortedatum,overlijdensdatum,doel,bestemming,van,tot_en_met,betaald_door
Tjeerd de Groot (T.C.),Tweede Kamerlid,man,1968-04-10,,"Werkbezoek vaste commissie voor Landbouw, Natuur en Voedselkwaliteit aan Grüne Woche","Berlijn, Duitsland",2020-01-16,2020-01-19,Tweede Kamer der Staten-Generaal
Tjeerd de Groot (T.C.),Tweede Kamerlid,man,1968-04-10,,"Werkbezoek vaste commissie voor Landbouw, Natuur en Voedselkwaliteit","Berlijn, Duitsland",2023-01-19,2023-01-22,"Hotelovernachtingen en een diner op de Nederlandse ambassade is betaald door het Ministerie van Landbouw, Natuur en Voedselkwaliteit. De treinreis is betaald door de Tweede Kamer der Staten-Generaal"
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Gesprekken over migratie,"Rome, Italië",2017-08-28,2017-08-30,D66-fractie
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,"Bezoek aan vluchtelingkamp, ontmoeting met de minister van Planning van Jordanië en de Nederlandse ambassade in Amman",Jordanië,2018-05-18,2018-05-21,Van Mierlostichting (D66)
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Werkbezoek,Curaçao,2019-08-24,2019-08-28,D66 Internationaal
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Bezoek vluchtelingenkamp vanwege slechte omstandigheden,"Lesbos, Griekenland",2019-02-08,2019-02-10,D66-fractie
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Gesprekken bij diverse organisaties over de rechtsstaat,"Warschau, Polen",2020-08-26,2020-08-28,Voor eigen rekening
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Werkbezoek vaste commissie voor Justitie en Veiligheid,"Rome en Lampedusa, Italië",2019-11-15,2019-11-18,Tweede Kamer der Staten-Generaal
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,Werkbezoek delegatie vaste commissie voor Justitie en Veiligheid,Tunesië en Libië,2018-10-21,2018-10-25,Tweede Kamer der Staten-Generaal
Maarten Groothuizen (M.),Oud Kamerlid,man,1976-09-14,,"Gesprekken diverse personen EP, EC, PV en NGO’s","Brussel, België",2018-06-17,2018-06-18,D66-fractie
Sultan Günal-Gezer (S.),Oud Kamerlid,vrouw,1961-05-01,,Interparlementaire Conferentie gemeenschappelijk buitenlands-en veiligheidsbeleid,Ierland,2013-03-24,2013-03-26,Tweede Kamer der Staten-Generaal
Sultan Günal-Gezer (S.),Oud Kamerlid,vrouw,1961-05-01,,Werkbezoek vaste commissie voor Defensie,Verenigde Staten,2013-10-18,2013-10-28,Tweede Kamer der Staten-Generaal
Sultan Günal-Gezer (S.),Oud Kamerlid,vrouw,1961-05-01,,Navo bijeenkomst,Marokko,2016-04-19,2016-04-22,Tweede Kamer der Staten-Generaal
Sultan Günal-Gezer (S.),Oud Kamerlid,vrouw,1961-05-01,,Werkbezoek vaste commissie voor Defensie aan de internationale oefening Joint Warrior van het commando zeestrijdkrachten,Schotland,2013-04-19,2013-04-20,Tweede Kamer der Staten-Generaal
Sultan Günal-Gezer (S.),Oud Kamerlid,vrouw,1961-05-01,,Bezoek aan de troepen van de Patriotmissie,Turkije,2013-09-14,2013-09-15,Tweede Kamer der Staten-Generaal
Nilüfer Gündoğan (N.),Tweede Kamerlid,vrouw,1977-06-06,,General Assembly Volt Europa,"Lissabon, Portugal",2021-10-15,2021-10-17,Voor eigen rekening
Nilüfer Gündoğan (N.),Tweede Kamerlid,vrouw,1977-06-06,,Werkbezoek in het kader van rapporteurschap EU farmaceutische industrie,"Brussel, België",2021-10-11,2021-10-11,Tweede Kamer der Staten-Generaal
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Gesprekken buitenlandexperts van de regering en het parlement.,Afghanistan,2005-07-05,2005-07-09,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Commissie Buitenlandse Zaken.,Suriname,2005-02-20,2005-02-25,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Commissie Buitenlandse Zaken.,Turkije,2005-06-05,2005-06-11,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Vergadering van Europese commissie voorzitters Buitenlandse Zaken.,"Londen, Engeland",2005-10-30,2005-11-01,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Voorzittersconferentie.,"Wenen, Oostenrijk",2006-03-26,2006-03-28,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Conferentie.,Kenia,2005-05-25,2005-05-28,IMD.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Bijeenkomst van de Commissies Buitenlandse Zaken van de Europese Unie.,Luxemburg,2005-03-13,2005-03-15,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Commissie Buitenlandse Zaken.,Sri Lanka en Bangladesh,2006-02-26,2006-03-05,Tweede Kamer der Staten-Generaal.
Henk de Haan (H.),Oud Kamerlid,man,1941-04-08,,Commissie Buitenlandse Zaken.,Midden-Oosten,2006-01-10,2006-01-20,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie,Verenigde Staten,2013-10-18,2013-10-28,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,"Werkbezoek vaste commissie voor Defensie in Afghanistan (Kabul, Mazar-e-Sharif, Kunduz)",Afghanistan,2011-10-14,2011-10-25,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie Koninkrijksrelaties: Interparlementair Koninkrijksoverleg,Caribisch Nederland,2012-01-02,2012-01-15,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Deelname aan Interparlementaire Conferentie over buitenlands en defensiebeleid.,"Luxemburg en Dubrovnik, Kroatië",2015-09-04,2015-09-06,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie,Afghanistan,2010-10-18,2010-10-22,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,"Werkbezoek Curaçao, Aruba en Bonaire","Curaçao, Aruba en Bonaire",2011-05-03,2011-05-14,Voor eigen rekening.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Deelnemen aan een Annual Session van de NAVO Parlementaire Assemblee,"Dubrovnik, Kroatië",2013-10-11,2013-10-13,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Spring Session Nato Parliamentary Assembly,Luxemburg,2013-05-17,2013-05-21,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek NAVO PA - Parliamentary Transatlantic Forum,"Washington, Verenigde Staten",2015-12-05,2015-12-09,NAVO Assemblee
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie,"Brussel, België",2012-03-04,2012-03-05,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek,Israël en Palestijnse gebieden,2012-05-01,2012-05-10,Voor eigen rekening.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie.,"Berlijn, Duitsland",2014-12-01,2014-12-02,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie. Bezoek aan de Nederlandse troepen in Mali (MINUSMA).,Mali,2014-10-17,2014-10-24,Tweede Kamer der Staten-Generaal en Ministerie van Defensie.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek Ambassade Frankrijk,Frankrijk,2013-07-22,2013-07-26,Ambassade Frankrijk
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Defensie. Bezoek Tactical Ballistic Missile Defence.,Schotland,2015-10-20,2015-10-21,Tweede Kamer der Staten-Generaal.
Wassila Hachchi (W.),Oud Kamerlid,vrouw,1980-01-06,,Werkbezoek vaste commissie voor Buitenlandse Zaken (Ontwikkelingssamenwerking),Kenia en Mozambique,2011-08-20,2011-08-31,Tweede Kamer der Staten-Generaal.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Mee met de Voorzitter als Presidiumlid in verband met het bijwonen van de herdenking.,"Neuengamme, Duitsland",2010-02-23,2010-02-24,Tweede Kamer der Staten-Generaal.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Werkbezoek vaste commissie voor Justitie,"New York, Verenigde Staten",2008-10-12,2008-10-20,Tweede Kamer der Staten-Generaal.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Conservative Party Conference 2009.,"Manchester, Engeland",2009-10-07,2009-10-08,Voor eigen rekening.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Conferentie Conservative Party.,"Birmingham, Engeland",2008-09-30,2008-10-03,Voor eigen rekening.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Studiereis en bezoek Konrad Adenaur Stiftung (K.A.S.),"Berlijn, Duitsland",2014-04-04,2014-04-07,Konrad Adenaur Stiftung
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Apeldoorn Conference.,"Belfast,Noord- Ierland",2009-10-04,2009-10-06,British Counsil Netherlands
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Werkbezoek Commissie Justitie in het kader van veiligheid en beveiliging luchthavens.,"Parijs, Frankrijk en Madrid, Spanje",2005-10-19,2005-10-21,Tweede Kamer der Staten-Generaal.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Werkbezoek contactgroep Duitsland.,"Berlijn, Duitsland",2009-03-22,2009-03-23,Tweede Kamer der Staten-Generaal.
Sybrand van Haersma Buma (S.),Oud Kamerlid,man,1965-07-30,,Duits-Nederlandse Conferentie.,"Stuttgart, Duitsland",2005-10-05,2005-10-06,Duits-Nederlandse Conferentie.
Wybren van Haga (W.R.),Tweede Kamerlid,man,1967-01-31,,Werkbezoek algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking in het kader van de  IPU en Europees Parlement voor parlementaire conferentie over de World Trade Organization (WTO),"Genève, Zwitserland",2018-12-07,2018-12-07,Tweede Kamer der Staten-Generaal
Wybren van Haga (W.R.),Tweede Kamerlid,man,1967-01-31,,Werkbezoek algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking aan de Interparlementaire top over hulp aan G5 Sahellanden,"Parijs, Frankrijk",2018-12-13,2018-12-13,Tweede Kamer der Staten-Generaal
Wybren van Haga (W.R.),Tweede Kamerlid,man,1967-01-31,,"Werkbezoek vaste commissie voor Buitenlandse Zaken aan de Interparlementaire Conferentie Europees Buitenlands-, Veiligheids- en Defensiebeleid","Wenen, Oostenrijk",2018-10-11,2018-10-12,Tweede Kamer der Staten-Generaal
Kiki Hagen (K.B.),Tweede Kamerlid,vrouw,1987-01-06,,Delegatieleider werkbezoek Slavernij verleden commissie Binnenlandse Zaken,"Suriname, Curaçao en Bonaire",2022-08-13,2022-08-21,Tweede Kamer der Staten-Generaal
Kiki Hagen (K.B.),Tweede Kamerlid,vrouw,1987-01-06,,Werkbezoek aan het Europees Parlement en Permanente Vertegenwoordiging van NL bij de Europese Unie,"Brussel, België",2022-05-13,2022-05-14,Fractie D66
Femke Halsema (F.),Oud Kamerlid,vrouw,1966-04-25,,Uitnodiging UCP (United Civillians for Peace),Israël,2007-03-25,2007-04-01,Voor eigen rekening
Boris van der Ham (B.),Oud Kamerlid,man,1973-08-29,,Gast voor tv-item over Nederlands erfgoed en voor- & nadelen van suikerplantages voor bio-ethanol voor omroep Llink/KRO.,Brazilië,2008-02-22,2008-02-29,"Llink/KRO. Een deel van de kosten €500,-- vrijwillig overgemaakt naar KWF."
Mariëtte Hamer (M.I.),Oud Kamerlid,vrouw,1958-06-07,,PvdA Kinderopvang,"Berlijn, Duitsland",2006-04-06,2006-04-09,"Deels voor eigen rekening, deels voor rekening PvdA"
Mariëtte Hamer (M.I.),Oud Kamerlid,vrouw,1958-06-07,,Fractievoorzittersreis.,Suriname,2009-10-17,2009-10-25,Tweede Kamer der Staten-Generaal.
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek Libanon / D66 Internationaal,"Beiroet, Libanon",2022-11-25,2022-11-28,D66 Internationaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,,,,,
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking,Rwanda,2022-07-13,2022-07-18,Tweede Kamer der Staten-Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Conferentie vaste commissie voor Defensie,"Praag, Tsjechië",2022-09-04,2022-09-05,Tweede Kamer der Staten-Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Interparlementaire betrekkingen,"New York, Verenigde Staten",2022-07-31,2022-08-05,Tweede Kamer der Staten-Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking,Bangladesh,2023-02-25,2023-03-03,Tweede Kamer der Staten-Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,ALDE Congres,"Stockholm, Zweden",2023-05-25,2023-05-29,D66 Fractie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking,"Brussel, België",2022-06-22,2022-06-24,Tweede Kamer der Staten-Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek training Ukraine in Verenigd Koninkrijk,"Newcastle, Verenigd Koninkrijk",2022-11-04,2022-11-04,Ministerie van Defensie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,,,,,
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Delegatie OVSE Parlementaire Assemblee,Polen,2022-06-26,2022-06-27,Tweede Kamer der Staten Generaal
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Wereld Aids Conferentie,"Montreal, Canada",2022-07-29,2022-07-31,European Parliamentary Forum for Sexual & Reproductive Rights
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Bezoek aan Alde Council – lancering Europese samenwerking Defensie,"Bratislava, Slowakije",2022-12-01,2022-12-02,D66 Fractie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Bezoek Congres,"Dublin, Ierland",2022-06-02,2022-06-05,D66 Fractie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek vaste Commissie Defensie,Roemenië,2022-12-16,2022-12-16,Ministerie van Defensie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,Werkbezoek aardbevingsgebied Turkije met Save the Children,Turkije,2023-04-12,2023-04-15,D66 fractie
Alexander Hammelburg (A.R.),Tweede Kamerlid,man,1982-02-22,,"Werkbezoek. Het doel van de reis was om Kamerleden op dossiers Buitenlandse Handel, Ontwikkelingssamenwerking en emancipatie te voorzien van informatie en contacten.",Jordanië,2021-10-16,2021-10-20,D66 Internationaal
Mark Harbers (M.G.J.),Oud Kamerlid,man,1969-04-19,,Bezoek AVVN,"New York, Verenigde Staten",2015-10-18,2015-10-23,Tweede Kamer der Staten-Generaal en Ministerie van Buitenlandse Zaken
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Werkbezoek vaste kamercommissie voor Buitenlandse Zaken.,Indonesië,2008-10-11,2008-10-20,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Voorjaarszitting van de Parlementaire Assemblee van de NAVO.,"Oslo, Noorwegen",2009-05-22,2009-05-26,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NAVO.,"Washington D.C., Verenigde Staten",2008-12-14,2008-12-16,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Werkbezoek vaste kamercommissie voor Buitenlandse Zaken.,Rusland,2008-02-18,2008-02-23,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Werkbezoek Commissie Defensie aan airsalon Le Bourget.,"Parijs, Frankrijk",2005-06-15,2005-06-15,Koninklijke Luchtmacht.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Kennismaking met de samenwerking.,Israël,2009-04-25,2009-05-01,Voor gedeelde rekening van de Israëlische ambassade en de CDA-fractie.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Werkbezoek vaste kamercommissie voor Binnenlandse Zaken en Koninkrijksrelaties.,Engeland,2007-11-04,2007-11-06,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Bijwonen wintertraining mariniers.,Noorwegen,2006-02-09,2006-02-11,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NAVO,"Washington D.C., Verenigde Staten",2009-10-13,2009-10-17,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NATO PA.,"Brussel, België",2009-02-14,2009-02-16,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NATO Parlementaire Assemblée.,"Edinburgh, Groot-Brittannië",2009-11-13,2009-11-17,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NATO,"Rome, Italië",2009-05-09,2009-05-11,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,Commissie Defensie.,Nederlandse Antillen,2006-01-06,2006-01-13,Tweede Kamer der Staten-Generaal.
Maarten Haverkamp (M.C.),Oud Kamerlid,man,1974-03-15,,NAVO Assemblée,"Rome, Italië",2009-05-09,2009-05-11,Tweede Kamer der Staten-Generaal.
Frank Heemskerk (F.),Oud Kamerlid,man,1969-07-26,,Spreker Zorgseminar (georganiseerd door Unisys).,Frankrijk,2006-05-14,2006-06-17,Unisys.
Peter van Heemst (E.P.),Oud Kamerlid,man,1952-07-10,,Justice & Home Affairs Conference.,Engeland,2005-11-23,2005-11-24,Tweede Kamer der Staten-Generaal.
Peter van Heemst (E.P.),Oud Kamerlid,man,1952-07-10,,Verkiezingswaarneming.,Palestijnse gebieden,2005-01-04,2005-01-17,Europese Unie.
Peter van Heemst (E.P.),Oud Kamerlid,man,1952-07-10,,IPU Assemblee.,"Genève, Zwitserland",2005-10-16,2005-10-21,IPU-Bestuur.
